"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Grossulariaceae"	"Lamiaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	120	"AWI"	120	2747	3994	3395	0	0	12	53	1	60	0	1	17	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	52	0	0	0	0	6	12	0	3	1	0	3	0	0	0	2	0	0
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	130	"AWI"	130	3143	4238	3822	0	0	19	41	4	59	0	4	10	0	0	0	2	3	0	0	0	0	0	1	1	1	0	0	0	2	1	82	0	0	0	0	5	10	0	0	4	0	1	0	1	0	0	0	1
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	140	"AWI"	140	3959	4396	4187	0	0	33	40	9	77	0	4	17	0	0	0	13	6	0	0	0	0	1	0	2	0	1	0	0	1	1	184	0	0	0	0	12	11	0	4	8	0	16	0	0	0	1	0	0
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	150	"AWI"	150	4087	4705	4363	0	0	17	18	3	69	0	4	19	0	0	0	8	7	0	0	0	0	0	0	1	0	0	0	0	1	1	103	0	0	0	0	7	12	0	1	5	0	9	0	0	0	1	0	2
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	160	"AWI"	160	4226	4917	4551	0	0	25	36	4	70	0	5	16	0	0	0	6	7	0	0	0	0	1	0	0	0	0	0	0	0	0	127	0	0	0	0	5	11	0	9	1	0	10	0	0	0	2	0	1
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	170	"AWI"	170	4381	5082	4745	0	0	12	26	2	62	0	4	4	0	0	0	8	8	0	0	0	0	0	0	4	0	0	0	0	2	2	163	0	0	0	0	8	11	0	3	3	0	13	0	1	0	1	6	2
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	180	"AWI"	180	4581	5214	4924	0	0	8	0	3	78	0	8	9	0	0	0	8	3	0	0	0	0	0	0	4	0	0	0	0	3	0	122	0	0	0	0	7	10	0	2	7	0	5	0	0	0	0	0	3
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	190	"AWI"	190	4854	5304	5107	0	0	32	22	6	68	0	9	9	0	0	0	28	7	0	0	0	0	0	0	3	0	0	0	0	0	0	84	0	0	0	0	16	20	2	4	7	0	7	1	0	0	1	10	3
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	200	"AWI"	200	4982	5626	5285	0	0	19	27	2	64	0	14	5	0	0	0	10	3	0	0	0	0	0	0	1	0	0	0	1	4	1	158	0	0	0	0	8	8	0	5	2	1	7	0	0	0	5	0	1
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	210	"AWI"	210	5128	5826	5472	0	0	21	27	2	85	0	10	11	0	0	0	12	3	0	3	0	2	0	0	1	0	0	0	0	3	0	95	0	0	0	0	2	11	0	1	6	0	8	0	1	0	3	0	2
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	220	"AWI"	220	5293	5987	5676	0	0	10	30	1	62	0	18	1	0	0	0	13	5	1	1	0	0	0	0	1	0	0	0	0	2	0	149	0	0	0	0	9	12	0	1	8	0	7	2	0	0	1	0	3
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	230	"AWI"	230	5513	6114	5868	0	0	20	41	5	79	0	23	4	0	0	0	21	1	0	0	0	0	0	0	2	0	0	0	0	1	0	162	0	0	0	0	8	14	0	2	5	0	1	0	0	0	0	0	3
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	240	"AWI"	240	5894	6212	6041	0	0	7	17	4	81	0	26	3	0	0	0	18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	6	9	0	3	3	0	3	0	0	0	2	0	1
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	250	"AWI"	250	5976	6509	6197	0	0	8	61	2	82	0	78	3	0	0	0	35	3	0	0	0	1	0	0	1	0	0	0	0	3	0	212	0	1	0	0	6	10	6	3	1	0	5	0	4	0	5	0	3
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	260	"AWI"	260	6086	6692	6361	0	0	11	20	1	66	0	0	3	0	0	0	26	3	0	0	0	0	0	0	0	0	0	0	0	1	0	98	0	1	0	0	4	14	0	3	7	0	4	1	0	0	1	0	1
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	270	"AWI"	270	6226	6844	6523	0	0	8	27	0	88	0	100	1	0	0	0	15	2	0	0	0	1	1	0	1	0	0	0	0	4	0	114	0	1	0	0	2	9	2	2	2	0	2	0	1	3	4	0	3
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	290	"AWI"	290	6622	7137	6836	0	0	14	28	1	68	0	17	1	0	2	0	30	4	0	1	0	0	0	0	1	0	1	0	0	0	0	174	0	0	0	0	3	6	1	1	6	0	1	0	6	0	1	0	3
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	300	"AWI"	300	6742	7406	7032	0	0	8	29	2	35	0	5	3	0	0	0	15	2	0	1	0	0	0	0	2	0	0	0	0	0	0	223	0	0	0	0	2	6	0	1	3	0	2	0	0	0	2	0	0
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	310	"AWI"	310	6878	7632	7237	0	0	1	126	0	13	0	6	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	8	0	2	2	0	3	0	1	0	1	0	0
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	320	"AWI"	320	7069	7798	7453	0	0	1	25	0	9	0	1	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	162	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	330	"AWI"	330	7288	7931	7665	0	0	1	53	0	9	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	4	0	0	0	98	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	340	"AWI"	340	7672	8039	7856	0	0	1	58	0	12	0	3	3	0	0	1	1	1	0	1	0	3	0	0	0	0	1	2	0	0	0	96	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	350	"AWI"	350	7788	8583	8056	0	0	5	49	0	200	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	236	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	360	"AWI"	360	7905	8967	8281	0	0	2	8	0	9	0	8	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	192	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	370	"AWI"	370	8036	9369	8506	0	0	12	12	2	21	0	6	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	390	"AWI"	390	8306	10040	8985	0	0	20	28	2	41	0	7	6	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	2	166	0	0	0	0	2	7	0	1	0	0	0	0	1	0	0	0	2
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	400	"AWI"	400	8474	10328	9212	0	0	14	24	0	52	0	134	9	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	2	0	146	0	0	0	0	1	13	0	1	1	0	0	0	0	0	0	0	1
1403	45320	"Kardashinski Swamp"	46.51667	32.61667	410	"AWI"	410	8625	10641	9452	0	0	16	36	0	46	0	12	4	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	2	0	205	0	0	0	0	3	7	0	0	0	0	0	0	1	0	0	0	1
