"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Loranthaceae"	"Lythraceae"	"Olea"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Paliurus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
765	784	"Edessa"	40.81806	21.9525	5	"AWI"	5	-96	250	26	0.230414746543779	0.230414746543779	0	0	0	0	0	0	0	0	0	0	0	0.230414746543779	0	0.691244239631336	0	0	13.5944700460829	0	0	0	0	0.691244239631336	29.7235023041475	0	0	0	0	0.921658986175115	0	0	0	0	0.691244239631336	3.2258064516129	0	0.230414746543779	0	0	0.691244239631336	0.460829493087558	0	0	0	0.230414746543779	0	0.230414746543779	0	12.4423963133641	0	0	1.84331797235023	18.2027649769585	0	0	0.230414746543779	13.8248847926267	0	0	0	0	0	1.15207373271889	0	0	0	0	0	0	0	0	0	0	0.230414746543779
765	784	"Edessa"	40.81806	21.9525	20	"AWI"	20	14	843	287	0.261096605744125	0.130548302872063	3.39425587467363	0	0	0	0.130548302872063	0	0	0	0.130548302872063	0.130548302872063	0	0.130548302872063	0	0.913838120104439	0	0.261096605744125	1.0443864229765	0	0.130548302872063	0.130548302872063	0	1.95822454308094	15.0130548302872	0	0.261096605744125	0	0	3.26370757180157	0	0	0.652741514360313	0	1.0443864229765	3.52480417754569	0	0	0	0	0.130548302872063	0.261096605744125	0	0	5.87467362924282	0.130548302872063	0	0.130548302872063	0	6.13577023498695	0.391644908616188	0	0.913838120104439	38.1201044386423	0	0	0.261096605744125	12.7937336814621	0	0	0	0	0	1.0443864229765	0	0	0.130548302872063	0	0	0	0	0.522193211488251	0	0	0.652741514360313
765	784	"Edessa"	40.81806	21.9525	30	"AWI"	30	104	1087	463	0.218818380743982	0.218818380743982	1.31291028446389	0	0	0	0	0	0	0	0.437636761487965	0	0	0	0.218818380743982	0.437636761487965	0	0.218818380743982	1.75054704595186	0	0	0.218818380743982	0	1.09409190371991	21.6630196936543	0	0.218818380743982	0	0	0.87527352297593	2.18818380743982	0	0.218818380743982	0	0.87527352297593	3.93873085339168	0	0	0	0	0.437636761487965	0.218818380743982	0	0	0	0	0	0	0	11.3785557986871	0.437636761487965	0	0.87527352297593	35.0109409190372	0	0	0	15.3172866520788	0	0	0	0	0	0.218818380743982	0	0	0	0	0	0	0	0	0	0	0
765	784	"Edessa"	40.81806	21.9525	50	"AWI"	50	326	1501	821	0.313479623824451	0	2.03761755485893	0	0	0	0	0	0	0	0	0.156739811912226	0	0.156739811912226	0	0.470219435736677	0	0	1.56739811912226	0	0	0	0	1.09717868338558	19.435736677116	0	0.470219435736677	0	0	2.97805642633229	0	0	0	0	0	5.64263322884013	0	0	0	0	0	0	0	0	4.54545454545455	0	0	0	0	9.87460815047022	0.470219435736677	0	1.09717868338558	31.8181818181818	0	0	0	15.987460815047	0	0	0	0	0	1.41065830721003	0	0	0	0	0	0	0.156739811912226	0	0	0	0.313479623824451
765	784	"Edessa"	40.81806	21.9525	70	"AWI"	70	582	1895	1186	0.401606425702811	0	1.60642570281124	0	0	0	0.401606425702811	0	0	0	0	0	0	0	0	0	0	0	1.60642570281124	0	0	0	0	0.401606425702811	12.85140562249	0	0.401606425702811	0	0	6.42570281124498	0	0	0.401606425702811	0	0.803212851405622	2.81124497991968	0	0	0	0	0.401606425702811	0	0	0	6.02409638554217	0	0	0	0	8.83534136546185	0	0	1.20481927710843	34.136546184739	0	0	0	20.0803212851406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20481927710843
765	784	"Edessa"	40.81806	21.9525	80	"AWI"	80	726	2077	1370	0.280112044817927	0	3.0812324929972	0	0	0	0	0	0	0	0.280112044817927	0	0	0	0	1.68067226890756	0	0.560224089635854	1.40056022408964	0	0	0	0	1.12044817927171	24.3697478991597	0	0	0	0	1.12044817927171	0	0	0.280112044817927	0	1.12044817927171	2.80112044817927	0	0.280112044817927	0	0	0.280112044817927	0.840336134453782	0	0	0	0.280112044817927	0	0.280112044817927	0	9.80392156862745	0.280112044817927	0	1.40056022408964	32.2128851540616	0	0	0	14.8459383753501	0	0	0	0	0	0	0	0	0	0	0.280112044817927	0	0	0.560224089635854	0	0	0.560224089635854
765	784	"Edessa"	40.81806	21.9525	100	"AWI"	100	1032	2451	1744	0.30441400304414	0	3.50076103500761	0	0	0.30441400304414	0	0	0	0	0	0	0	0.45662100456621	0	0.60882800608828	0	0.15220700152207	0.76103500761035	0	0	0	0	0.91324200913242	19.3302891933029	0	0	0	0	3.34855403348554	0	0	0.15220700152207	0	1.5220700152207	2.58751902587519	0	0	0	0	0.15220700152207	0.15220700152207	0	0	7.15372907153729	0	0	0.15220700152207	0	7.00152207001522	0.60882800608828	0	1.06544901065449	32.4200913242009	0	0	0	16.5905631659056	0	0	0	0	0	0.15220700152207	0	0	0	0	0	0	0.15220700152207	0	0	0	0.45662100456621
765	784	"Edessa"	40.81806	21.9525	120	"AWI"	120	1367	2844	2104	0.54525627044711	0	3.81679389312977	0	0	0	0	0	0	0	0	0	0	0.218102508178844	0	1.52671755725191	0	0	0.981461286804798	0	0	0	0	0.981461286804798	24.3184296619411	0	0.327153762268266	0	0	3.05343511450382	0	0	0	0	0.981461286804798	2.07197382769902	0	0	0	0	0.109051254089422	0.109051254089422	0	0.218102508178844	7.63358778625954	0	0.109051254089422	0.218102508178844	0.109051254089422	10.9051254089422	0.654307524536532	0	1.30861504907306	38.0588876772083	0	0	0.109051254089422	0	0	0	0	0	0	0.763358778625954	0	0	0	0	0	0	0.218102508178844	0	0.109051254089422	0	0.54525627044711
765	784	"Edessa"	40.81806	21.9525	140	"AWI"	140	1769	3162	2483	0.118906064209275	0	7.13436385255648	0	0	0	0	0	0	0	0.713436385255648	0	0	0	0	0.594530321046373	0	0.475624256837099	0.594530321046373	0	0.118906064209275	0	0	0.832342449464923	11.2960760998811	0	0.237812128418549	0	0	11.5338882282996	0	0	0.118906064209275	0	1.4268727705113	0.594530321046373	0	0	0	0	0.118906064209275	0	0	0.118906064209275	8.08561236623068	0	0	0.237812128418549	0	5.94530321046373	0.832342449464923	0	1.30796670630202	21.9976218787158	0	0	0.118906064209275	22.4732461355529	0	0.118906064209275	0	0.356718192627824	0	0.594530321046373	0.475624256837099	0	0.118906064209275	0	0.118906064209275	0.118906064209275	0.594530321046373	0	0	0	0.475624256837099
765	784	"Edessa"	40.81806	21.9525	160	"AWI"	160	2114	3390	2841	0.549450549450549	0.549450549450549	6.04395604395604	0	0	0	0.549450549450549	0	0	0	0	0	0	0	0	0.824175824175824	0	0	1.92307692307692	0.274725274725275	0	0	0	1.92307692307692	11.5384615384615	0	0.274725274725275	0	0	2.1978021978022	1.37362637362637	0	0	0	0.824175824175824	0.274725274725275	0	0.274725274725275	0	0	0.274725274725275	0	0	0	7.96703296703297	0	1.0989010989011	1.37362637362637	0	15.3846153846154	0	0	0.824175824175824	0	0	0.549450549450549	0	39.5604395604396	0	0	0	0	0	1.0989010989011	0	0	0	0	0.549450549450549	0.274725274725275	0.549450549450549	0	0	0	1.0989010989011
